ID_GDO_Well_Name	X	Y	Z_asl	Vertical_Well_Length_ne_MD
F_675057	-698970.13	-962616.34	322.21	4
F_675058	-699380.05	-962684.78	324.89	7
F_675059	-699471.66	-962708.29	324	7
F_675060	-699557.29	-962733.93	321.59	5
F_675061	-699663.43	-962765.4	317.95	8
F_675062	-699969.7	-962757.54	320.26	6
F_675065	-698280	-963268	286.2	10
F_676076	-701402.53	-962647.51	268.5	4
F_678886	-701268	-963540	251	30
F_688614	-698333.59	-962365.21	275	95
F_689101	-701763.82	-961752.4	264.94	8
F_689102	-701777.7	-961750.52	264.79	8
F_689103	-701767.97	-961735.6	265.07	8
F_692583	-702474	-962854	244.15	11
F_696993	-700127.5	-964806.5	261.8	6
F_696994	-700104	-964818	263.9	6
F_696995	-700098.5	-964801	263.3	6
F_696996	-700114	-964838	262.6	6
F_696997	-700113	-964795	262.3	6
F_696998	-700113	-964814.5	263.1	6
F_696999	-700127.5	-964827	261.6	5
F_697000	-700130.5	-964842	261.5	5
F_709091	-699095.65	-962433.11	318.97	20
F_709092	-699208.12	-962573.47	321.44	20
F_709093	-699060.76	-962637.54	322.53	20
F_709094	-698971.94	-962544.03	320.83	20
F_709095	-698778.32	-962537.57	317.13	20
F_725392	-698385.09	-964658.09	329.95	11
F_725393	-698591.11	-964877.29	318.43	18
F_725394	-698400.7	-964589.66	329.43	9
F_725395	-698562.6	-964910.5	316.74	15
F_725396	-698684.8	-964943.2	323.55	22
F_725397	-698747.3	-964547.4	322.01	22
F_725398	-698637.67	-964462.82	312.94	7
F_725399	-698584.58	-964565	314.46	8
F_725400	-698707.79	-964412.56	320.27	23
F_750375	-698678.34	-960615.6	287.81	71
F_750376	-697638.31	-961466.84	313.79	85
F_750378	-697990.3	-961350.97	311.57	101
F_69254	-696116.8	-966049	338.5	34
F_69255	-696275.5	-965974.9	325.1	30
F_69256	-695567.5	-965755.3	350.4	15
F_69257	-696853.9	-965320.2	336.5	43
F_69259	-696950.2	-965138	344.5	28
F_69260	-696923.4	-965022	341.5	48
F_69261	-696781	-965546.6	327.2	23
F_69296	-696137.89	-967145.41	277.62	11
F_69298	-696847.49	-964866.48	332.69	43
F_69314	-693875	-965010	345	5
F_69315	-694570	-965050	376	7
F_69316	-694220	-964950	372	15
F_69461	-696730	-965910	308	18
F_69470	-696876	-965942	304	6
F_69471	-696870	-965926	300.7	6
F_69472	-696863	-965909	303.8	10
F_69473	-696924	-965932	311.5	12
F_69474	-696920	-965893	302.84	4
F_69475	-696909	-965872	311	10
F_69476	-696969	-965884	314	11
F_69477	-696958	-965862	306.6	6
F_69478	-696946	-965840	314.5	10
F_69479	-698520	-966800	230	5
F_69480	-698540	-966800	230	5
F_69481	-698560	-966800	230	5
F_69482	-698540	-966820	230	4
F_69491	-696960	-965700	311.55	16
F_69492	-696700	-965800	302.14	7
F_69493	-696500	-967190	277.7	2
F_69494	-696440	-967160	277.5	10
F_69495	-695850	-967300	282.6	8
F_69496	-695820	-967360	285.1	12
F_69497	-696500	-967180	277.1	8
F_69498	-696530	-967180	277.7	16
F_69499	-696590	-967150	278.9	10
F_69500	-696630	-967170	287.2	8
F_69501	-696650	-967150	286	8
F_69505	-696360	-967180	277.7	2
F_69507	-696020	-967220	279.8	2
F_69508	-696240	-967190	278.1	2
F_69509	-696590	-967370	302.9	2
F_69510	-695440	-967400	311.7	2
F_69791	-695982.3	-966375.3	289.8	2
F_69792	-695859	-966366	285.6	2
F_69816	-696374	-966178	311.4	2
F_69817	-696423	-965989.5	323.4	3
F_69818	-696510	-966210.5	310.6	2
F_69834	-696991	-965542.2	328.9	25
F_69835	-697086.2	-965573.4	323.17	25
F_69836	-697062.4	-965728.4	324.2	25
F_69837	-696968.4	-965681.2	315.4	20
F_69838	-696997.3	-965663.2	317.4	20
F_69839	-696983.2	-965742.1	321	26
F_69840	-696935.4	-965654.7	324.8	30
F_69841	-697030.8	-965620.5	327	30
F_69970	-694759	-967696	285.4	4
F_69971	-694749	-967667.5	286.1	4
F_69972	-694739.5	-967648.5	288.6	2
F_69973	-694799.5	-967699.5	285.3	4
F_69974	-694758	-967574.2	314.1	6
F_69975	-694715.8	-967585	313.9	6
F_69981	-694530.5	-965605	342.06	6
F_69982	-694235	-965624	354.9	6
F_69983	-694166.5	-965672	363.75	7
F_70691	-694973	-968022	284.8	4
F_70692	-694990	-967947	284.6	7
F_70693	-695002	-967954	284.4	7
F_70694	-694962	-967927	285.3	8
F_70695	-695019	-967913	284.2	8
F_70696	-695000	-967908	284.4	8
F_70697	-694949	-967879	285.4	7
F_70698	-695025	-967803	283.5	6
F_70699	-694999	-967800	283.9	6
F_70700	-694967	-967798	283.8	6
F_70701	-694928	-968011	285.9	7
F_70863	-694943	-967906.2	292	5
F_70864	-694957	-967911	292	5
F_70865	-694967	-967918	292	5
F_70866	-694979	-967897	292	5
F_70869	-694729	-967753.5	285.2	4
F_70870	-694772	-967750.5	285.2	4
F_70871	-694722	-967789	285.6	4
F_70872	-694807	-967756	285	7
F_70873	-694863	-967721.5	284.3	5
F_567157	-694534	-967593	311.79	4
F_567158	-694972	-967491	317.12	4
F_567344	-693771.2	-965245	341.6	3
F_567837	-694770.6	-967802	285.4	6
F_567838	-694772	-967756	285.2	6
F_576785	-694801	-967586	312	6
F_576786	-694786	-967591	312	6
F_605323	-694743.2	-967779	285.5	3
F_605324	-694732.5	-967784.6	285.6	3
F_605325	-694726.6	-967803.4	285.5	3
F_605326	-694764.7	-967806	285.4	3
F_621846	-695435	-966154	304.01	4
F_621847	-695400	-966085	318.42	7
F_621848	-695278	-965823	346.85	7
F_621849	-695265	-965645	359.19	8
F_621850	-695319	-965445	367.25	7
F_621851	-695669	-965150	354.6	6
F_621852	-695992	-965006	364.01	9
F_621853	-696213	-964905	345.75	6
F_621854	-696583	-964711	346.42	3
F_621878	-695453	-966199	311.42	7
F_621907	-695830	-967103	284.74	5
F_621908	-695717	-966755	312.64	7
F_621909	-695674	-966639	315.31	7
F_621910	-695592	-966445	306.88	7
F_621911	-695547	-966361	314.79	7
F_634392	-697533	-966857	274.78	6
F_634393	-697524	-966867	274.94	7
F_634394	-697484	-966879	276.43	4
F_634395	-698301	-966540	278.38	4
F_634396	-698255	-966604	269.38	6
F_637260	-694528	-965611	342.6	9
F_645767	-694964.01	-967444.18	325.09	11
F_645768	-695159.3	-967413.48	320.58	6
F_675005	-695736.76	-967255.81	290.28	7
F_675006	-695831.29	-967207.45	284.81	13
F_675007	-695829.54	-967170.74	283.92	8
F_675008	-695819.68	-967056.62	286.27	6
F_675009	-695729.22	-966827.2	309.42	7
F_675010	-695681.62	-966691.38	316.13	8
F_675011	-695607.39	-966476.17	308.84	10
F_675012	-695602.62	-966442.03	306.48	12
F_675013	-695600.36	-966424.79	300.29	15
F_675014	-695551.53	-966360.68	314.32	11
F_675015	-695483.7	-966234.86	311.3	12
F_675016	-695472.41	-966209.77	310.87	10
F_675017	-695424.92	-966143.16	304.7	6
F_675018	-695382.48	-966060.01	321.48	6
F_675019	-695358.35	-966007.19	328.41	4
F_675020	-695279.03	-965790.28	349.95	6
F_675021	-695254.43	-965797.65	347.82	8
F_675022	-695213.72	-965831.17	343.18	8
F_675023	-695264.68	-965710.39	354.86	12
F_675024	-695275.5	-965633.91	360.48	9
F_675025	-695295.13	-965594.27	363.72	8
F_675026	-695276.65	-965590.18	362.39	8
F_675027	-695277.3	-965507.18	364.45	8
F_675028	-695303.93	-965493.89	365.83	8
F_675029	-695376.6	-965357.13	367.13	8
F_675030	-695442.83	-965291.77	367.56	12
F_675031	-695743.61	-965117.69	359.68	8
F_675032	-695724.96	-965080.36	360.59	6
F_675033	-695926	-965034.2	363.65	8
F_675034	-696067.67	-964968.59	358.87	7
F_675035	-696720.31	-964677.71	345.52	10
F_675064	-695290	-965498	365.4	9
F_678891	-694879	-967602	305	70
F_692582	-696835.06	-964876.7	333.52	44
F_708069	-697372	-965977	311	53
F_709149	-693687.83	-965112.75	346.76	5
F_713945	-693712.61	-965147.84	342	4
F_726934	-696876	-966823	290	10
F_69195	-707454	-965931	388.22	60
F_69502	-696820	-967160	306.6	6
F_69503	-697100	-967270	315.3	2.4
F_69504	-697280	-967380	321.6	0.9
F_69506	-696930	-967200	298.4	2.4
F_69741	-697472	-967264.7	300.8	6
F_69742	-697416	-967173	294.6	6
F_69743	-697388.7	-967105.5	299.7	9
F_69744	-697381.5	-967047	297.1	6
F_69745	-697428	-967047.5	292.2	6
F_69746	-697463.7	-967054	286.2	5
F_69747	-697413.7	-967107	295.5	7
F_69748	-697448.3	-967108.5	288.7	5
F_69749	-697468.8	-967111.3	292.2	6
F_69808	-702500	-964950	344.6	81
F_69809	-702293	-965025	336.8	80
F_70025	-704452	-968299	369.61	95.5
F_70087	-704483	-968247	372.6	53
F_70088	-704428	-968295	369.8	50
F_70400	-705671.7	-966743.7	382.7	1.5
F_70401	-705646.1	-966729.5	381.3	2.5
F_70555	-699803.9	-969638.6	641.5	74
F_70567	-702807	-968882	352	67.4
F_70595	-697730	-967585	340.7	7
F_70597	-698010	-967583	346.1	6
F_70598	-698328	-967548	350.3	15
F_70599	-698526	-967674	350.2	18
F_70603	-698659	-969803	331.2	10
F_70604	-699043	-969914	360.5	18
F_70605	-699360	-968365	407.7	15
F_70606	-697538	-967540	329.4	2
F_70609	-699225	-968179	388.1	3
F_70610	-699580	-968511	407.5	2.4
F_70611	-700084	-968560	405.8	0.9
F_70686	-694706	-968317	286.4	6
F_70687	-694790	-968276	285.7	5
F_70688	-694849	-968197	285.5	5
F_70689	-694884	-968116	285.3	5
F_70690	-694908	-968069	285.5	6
F_70861	-701003	-969480	436.64	142.3
F_70877	-702403	-969295	360	6
F_70878	-702432	-969266	360	6
F_70879	-702476	-969262	360	3
F_70880	-702569	-969296	360	3
F_565383	-701634	-966830	395	30.4
F_565536	-702697	-969085	353.17	120
F_565537	-702691	-969106	353.34	295.3
F_626675	-704587.79	-966570.36	491.34	521.2
F_626680	-701960.54	-968725	364.22	336.1
F_626684	-701012.39	-969537.5	442.69	185.8
F_626688	-700854.3	-969621.87	453.71	482
F_626689	-702664.43	-966935.97	458.87	333.1
F_626727	-703784.09	-968549.7	373.85	358.1
F_626728	-704644.25	-967295.52	410.79	580.1
F_626729	-704218.33	-967828.64	389.17	442.8
F_626754	-706338.32	-967692.76	426.58	676.1
F_626755	-705482.31	-968831.34	371.37	437.1
F_634007	-707395.16	-965985.53	402.25	505
F_718732	-702839	-964820	367	30
F_730519	-694678	-968157	289	72
F_730523	-702474	-964573	344	48
F_735868	-697369	-966948	293	30
F_737820	-700699.02	-968618.18	422.69	8.5
F_737821	-699678.53	-968538.93	408.37	13
F_JB_CZ_1	-698415.5	-963946.3	322.77	6
F_JB_CZ_2	-697726.61	-964367.14	326.7	14
F_JB_CZ_3	-697523.42	-964480.53	323.18	11.8
F_JB_CZ_4	-697457.78	-964328.04	317.46	20
F_JB_CZ_5	-697919.48	-964267.74	337.04	14
F_JB_CZ_6	-697820.21	-964120.58	325.62	16
F_JB_CZ_7	-697970	-963650	320.28	22
F_JB_CZ_8	-697667.73	-963957.66	318.66	19
F_JB_CZ_9	-698288.85	-964048.78	337.52	12
F_JB_CZ_10	-697764.07	-964610.32	339.71	13.3
F_JB_CZ_12	-698102.49	-963901.05	316.16	2.5
F_JB_CZ_13	-698111.33	-963898.18	317.8	2.5
F_JB_CZ_14	-698121	-963894.23	319.2	3.4
F_JB_CZ_15	-698142.55	-963885.6	321.33	2.8
F_JB_CZ_16	-698065.8	-963573.7	300.17	2.5
F_JB_CZ_17	-698057.34	-963577.36	298.5	2.8
F_JB_CZ_18	-698045.55	-963576.35	297.16	1.7
F_JB_CZ_19	-698036.25	-963575.46	299.07	2.4
F_JB_CZ_20	-697883.63	-963557.65	296.45	3.5
F_JB_CZ_21	-697615.29	-963802	304.22	3.6
F_JB_CZ_22	-697610.86	-963796.4	300.86	3.6
F_JB_CZ_23	-697554.17	-964021.46	304	3.6
F_JB_CZ_24	-697560.84	-964020.8	306.6	3.4
F_JB_CZ_25	-697571.63	-964021.3	308.5	3.2
F_JB_CZ_26	-698029.86	-963574.44	302.5	3.4
F_JB_CZ_27	-697813.9	-963754.6	320.85	15
F_JB_CZ_28	-698538.98	-964648.12	319.8	10
F_JB_CZ_29	-698444.72	-964714.37	319.84	5.6
F_JB_CZ_30	-698508.16	-964747.58	319.24	8
F_JB_CZ_31	-698525.89	-964813.25	319.01	12
F_JB_CZ_32	-698481.76	-964826.7	320.14	9.4
F_JB_CZ_33	-698405.25	-964628.58	328.78	6
F_JB_CZ_34	-698304.7	-964664.18	329.09	8
F_JB_CZ_35	-698383.32	-964708.23	335.21	6
F_JB_CZ_36	-698637.36	-964425.58	317.14	6
F_JB_CZ_37	-698673.35	-964603.13	316.65	17
F_JB_CZ_38	-698654.68	-964737.2	315.95	12
F_JB_CZ_39	-698762.36	-964705.9	316.85	16
F_JB_CZ_40	-698580.7	-964748.81	319.49	10
F_JB_CZ_41	-698789.77	-964732.75	320.7	16.8
F_JB_CZ_42	-698672.12	-964724.42	333.7	9
F_JB_CZ_43	-698721	-964846.4	325.1	15.7
F_JB_CZ_44	-698781.5	-964706.5	333.3	13.1
F_JB_CZ_11	-697846.4	-965238.38	295.42	4.5
F_JB_CZ_45	-697863.78	-962820.15	301.33	5
F_JB_CZ_46	-697522.33	-962954.23	320.21	4
F_JB_CZ_47	-697209.62	-963299.3	332.59	8.5
F_JB_CZ_48	-697653.3	-963505.52	304.99	20.5
F_JB_CZ_49	-697501.5	-963052.07	324.08	5.5
F_JB_CZ_50	-697345.54	-963317.19	332.9	9
F_JB_CZ_51	-697285.09	-963071.59	339.08	4
F_JB_CZ_52	-697412.18	-963472.09	316.02	23
F_JB_CZ_53	-697775.1	-963421.55	306.33	23.5
F_JB_CZ_54	-697799.69	-963491.2	297.93	9
F_JB_CZ_55	-697695.66	-963580.83	299.37	10.5
F_JB_CZ_56	-697552.24	-963695.36	301.58	14.5
F_JB_CZ_57	-697312.26	-963192.49	338.91	12.5
F_JB_CZ_58	-697842.67	-963929.98	306.94	15
F_JB_CZ_59	-697701.93	-962856.37	307.09	8
F_JB_CZ_60	-697835.13	-963260.35	311.2	15.8
F_JB_CZ_61	-701951.88	-961419.9	259.63	7.4
F_JB_CZ_62	-696017.19	-966117.84	328.42	12
F_JB_CZ_63	-695946.03	-965946.43	347.49	23
F_JB_CZ_64	-695897.96	-966027.41	335.33	12
F_JB_CZ_65	-695744.75	-965843.45	360.02	22
F_JB_CZ_66	-695641.82	-965917.51	348.5	26
F_JB_CZ_67	-695417.21	-965705.86	363.4	10
F_JB_CZ_68	-696134.97	-966136.96	322.86	23
F_JB_CZ_69	-695663.69	-965796.93	360.16	24
F_JB_CZ_70	-695821.21	-965880.87	353.66	20
F_JB_CZ_71	-696038.35	-965889.01	334.9	20
F_JB_CZ_72	-695853.31	-965709.54	351.08	20
F_JB_CZ_73	-695650.78	-965625.11	365.55	5
F_JB_CZ_74	-697372.54	-965285.99	335.75	12
F_JB_CZ_75	-697499.84	-964839.97	331.16	11
F_JB_CZ_76	-697224.1	-965376.24	323.73	22
F_JB_CZ_77	-697287.27	-965143.52	336.66	14
F_JB_CZ_78	-697076.12	-965215.37	345.45	29
F_JB_CZ_79	-697959.9	-965455.7	332.82	27
F_JB_CZ_80	-697085.68	-965517.2	320.67	36
F_JB_CZ_81	-696973.08	-963666.36	314.7	21
F_JB_CZ_82	-696725.33	-965778.7	309.62	16
F_JB_CZ_83	-696185.14	-966126.44	339.2	15.1
F_JB_CZ_84	-696049.36	-966059.67	337.7	9.5
F_JB_CZ_85	-696251.29	-966059.71	330.1	14
F_JB_CZ_86	-696322.15	-966033.8	328.7	11.7
F_JB_CZ_87	-696256.61	-965965.91	324.6	9.7
F_JB_CZ_88	-696467.5	-965984.55	311.1	7
F_JB_CZ_89	-696479.61	-966038.04	319.6	9.3
F_JB_CZ_90	-696966.45	-965647.96	325.4	10.7
F_JB_CZ_91	-695755.75	-965772	318.8	9.2
F_JB_CZ_92	-702022.5	-961333.5	259.74	8.4
F_JB_CZ_93	-702120.34	-961233.58	257.81	10
F_JB_CZ_94	-702148.1	-961146.43	256.1	11
F_JB_CZ_95	-702211.06	-961040.62	253.96	7
F_JB_CZ_96	-701961.51	-961195.9	259	7
F_JB_CZ_97	-700698.6	-962121.76	300	11
F_JB_CZ_98	-700699.7	-962120.95	299.95	10.5
F_JB_CZ_99	-701272	-962260.3	273.9	13
F_JB_CZ_100	-701273.78	-962098.86	277.44	6
F_JB_CZ_101	-701043.42	-962120.5	284.48	12.8
F_JB_CZ_102	-700943	-962150.02	290.37	11.6
F_JB_CZ_103	-700996.73	-962365.42	288.83	8.1
F_JB_CZ_104	-700884.53	-962371.52	294.44	8.2
F_JB_CZ_105	-700968.79	-962256.32	290.2	6
F_JB_CZ_106	-698392.05	-962504.99	313.25	25
F_JB_CZ_107	-698200.73	-962144.06	319.74	20
F_JB_CZ_108	-697454.25	-961896.5	296.3	5
F_JB_CZ_109	-698229.72	-963015.53	305.16	10
F_JB_CZ_110	-698331.06	-962558.93	319.2	6.5
F_JB_CZ_111	-698363	-962632.5	319	17.6
F_JB_CZ_112	-698291.5	-962748	317	11
F_JB_CZ_113	-697407	-961919	322.1	26.1
F_JB_CZ_114	-698948.17	-962766.2	323.17	10
F_JB_CZ_115	-697700.79	-961801.08	342	5
F_JB_CZ_116	-698324	-961033.5	285	15
F_JB_CZ_117	-699572	-960200.5	292	14
F_JB_CZ_118	-700929.47	-961347.1	279.08	18
F_JB_CZ_119	-701322.84	-961983.89	273.58	14.5
F_JB_CZ_120	-700483.72	-961418.23	282.23	11
F_JB_CZ_121	-700127.88	-961771.77	295.58	11
F_JB_CZ_122	-699586.07	-962568.59	322.6	11
F_JB_CZ_123	-700831.85	-962085.18	295	15
F_JB_CZ_124	-700843.87	-961568.55	289.87	12
F_JB_CZ_125	-700828.8	-961757.52	292.56	13.6
F_JB_CZ_126	-700521.1	-961754.43	296.42	10
F_JB_CZ_127	-700450.15	-962000.8	304.9	14
F_JB_CZ_128	-700206.6	-962430.45	327.98	15
F_JB_CZ_129	-701187.52	-961602.13	280.17	13
F_JB_CZ_130	-701625.66	-960927.97	252.8	9
F_JB_CZ_131	-702204.58	-960887.8	252.3	11
F_JB_CZ_132	-702060	-961103	254	11
F_JB_CZ_133	-701251.79	-960917.76	258.24	11.5
F_JB_CZ_134	-702269.84	-961150.98	254.2	10
F_JB_CZ_135	-702098.42	-961592.59	256.2	11
F_JB_CZ_136	-701731.63	-961420.28	264.49	10
F_JB_CZ_137	-702569.25	-960888.9	245.2	7
F_JB_CZ_138	-702572.12	-961307.93	251.4	11
F_JB_CZ_139	-701758.54	-961907.46	259.72	13
F_JB_CZ_140	-703187.78	-962553.3	256.32	10
F_JB_CZ_141	-703367.26	-962298.84	251.41	6
F_JB_CZ_142	-703332.38	-963771.01	304.83	3
F_JB_CZ_143	-703226.82	-963859.22	311.72	6
F_JB_CZ_144	-702801.81	-963447.61	262.3	9
F_JB_CZ_145	-700261.21	-961160.5	267.59	8
F_JB_CZ_146	-700014.51	-961396.23	281.5	12.7
F_JB_CZ_147	-699664.65	-961799.06	285.34	10
F_JB_CZ_148	-701187.52	-961602.19	290.27	8
F_JB_CZ_149	-702204.58	-960887.8	252.3	8
F_JB_CZ_150	-700396.36	-962443.48	324.67	4.3
F_JB_CZ_151	-700807.06	-961860.06	292.99	4
F_JB_CZ_152	-700545.18	-962753.67	312.73	7
F_JB_CZ_153	-693671	-967963.25	293.22	26
F_JB_CZ_154	-693703.25	-967969.75	292.85	26
F_JB_CZ_155	-698413	-961105	285.42	15.5
F_JB_CZ_156	-698408	-961148	286.18	16
F_JB_CZ_157	-698373	-961126	284.36	15
F_JB_CZ_158	-698339	-961215	286.28	19
F_JB_CZ_159	-698219	-961325	289.47	20.5
F_JB_CZ_160	-698096	-961461	296.45	16
F_JB_CZ_161	-697972	-961625	306.57	40
F_JB_CZ_162	-697972	-961683	313.16	50.2
F_JB_CZ_163	-697525	-961487	317.68	25
F_JB_CZ_164	-697909	-961972	321.66	54
F_JB_CZ_165	-697905.30638	-963217.285882	295.42	4.5
F_JB_CZ_166	-697885.22572	-962767.636593	305.16	5
F_JB_CZ_167	-697644.2578	-962853.86531	320.21	4
F_JB_CZ_168	-697636.825987	-962949.469922	324.08	4.1
F_JB_CZ_169	-697635.595554	-963106.350079	328.87	14
F_JB_CZ_170	-697770.254098	-963096.014445	316.48	25.5
F_JB_CZ_171	-697893.494227	-962863.456778	309.94	15
F_JB_CZ_172	-699015.562061	-962331.389689	316.75	15
F_JB_CZ_173	-698875.444883	-962638.525823	320.75	20
F_JB_CZ_174	-695793	-966978	292.6	4
F_JB_CZ_175	-695624	-966423	299.5	8
F_JB_CZ_176	-695329	-965957	333.02	3
F_JB_CZ_177	-695484	-965248	369.45	5
F_JB_CZ_178	-695850	-965069	363.2	5
F_JB_CZ_179	-696409	-964804	348.71	3
F_JB_CZ_180	-696918	-964533	336.1	4
F_JB_CZ_181	-697510	-964132	298.94	6
F_JB_CZ_182	-697814	-963794	311.23	5
F_JB_CZ_183	-698210	-963352	296.97	8
F_JB_CZ_184	-698333	-963216	295.07	6
F_JB_CZ_185	-698706	-962928	320.55	5
F_JB_CZ_186	-698951	-962853	320.43	6
F_JB_CZ_187	-699413	-962839	324.84	7
F_JB_CZ_188	-699601	-962828	318.25	6
F_JB_CZ_189	-697554.214221	-964214.725977	318	18
F_JB_CZ_190	-697777.73	-963800.44	311.28	13
F_JB_CZ_191	-697369.82133	-964359.585493	308.34	11
F_JB_CZ_192	-697348	-960737	303	34
F_JB_CZ_193	-696734	-961043	316.5	50
F_JB_CZ_194	-697177	-961124	314	39
F_JB_CZ_195	-697249	-961529	324.5	51
F_JB_CZ_196	-697038	-961889	331	50
F_69359	-699650.1	-961548.8	278.8	311.3
F_69360	-702160.2	-961410.6	256.1	31.5
F_69361	-701168.7	-961419.2	278.5	30.8
F_69362	-697105.6	-961291.2	318.3	64.3
F_69363	-700080.2	-962350.8	323.5	29.7
F_69364	-698139.5	-962302.3	319.2	180.1
F_69365	-700083.3	-962840.5	324.4	162.8
F_69366	-700562.5	-962372	316.5	30.2
F_69367	-700573.4	-961898.4	300.1	31
F_69368	-700204.5	-961321	273.8	30.6
F_69369	-699586.1	-960364.3	292.2	30.2
F_69370	-699155.5	-960821	293.3	30.3
F_69371	-699092.7	-961879.5	310.3	30.8
F_69204	-703733	-963780	323.5	98.5
F_69372	-702589	-963273.8	248.9	152.7
F_69373	-700669.8	-964198	253.4	18.7
F_69374	-698783.2	-964770.7	316	54.2
F_69375	-701227.5	-963639.4	253.4	23
F_69376	-700077.5	-963292.8	308.9	149.2
F_69377	-699101.3	-963337.3	313.3	138.6
F_69378	-697782.9	-962639	300.7	24.7
F_69379	-697555.3	-962209.9	331.2	39.9
F_69380	-698345.6	-963011.8	300.2	14.7
F_69381	-698388.3	-962907.9	302.9	68.3
F_69382	-698459.9	-962808.2	304.9	165.5
F_69383	-699732.4	-963492.9	287.6	118.8
F_69384	-699790.6	-963263	293.1	101.35
F_69385	-700396.6	-963380.3	312.1	102.4
F_69386	-699177.9	-963101.6	324.2	225
F_69387	-698151.7	-961848	308	304
F_69388	-701146.4	-961312.8	276	396.6
F_69390	-699577.3	-964739.3	281.5	31.9
F_69391	-698931.1	-965263.3	301.4	53.1
F_69392	-698852.2	-965876.9	284.4	25.2
F_JB_CZ_197	-698971.80591	-966503.574876	269	8.6
F_69393	-698241.5	-964405.9	347.9	68.9
F_69394	-697071.5	-964914.5	342.7	62.2
F_JB_CZ_200	-699623.68	-960244.97	292.86	241.9
F_JB_CZ_201	-698771.49	-960533.83	287.63	159.7
F_JB_CZ_202	-697954.73	-961407.75	316.08	51
F_JB_CZ_204	-697302.03	-960656.72	307.29	87
F_JB_CZ_203	-697960.07	-961396.13	315.4	155
F_JB_CZ_205	-697332.66	-960638.27	307.04	45
F_JB_CZ_206	-695767.43	-961354.35	302.45	21
F_JB_CZ_207	-699901.798	-960971.5	276.995	43
F_750377	-696648.9	-961188	318.28	75.5
F_JB_CZ_208	-698402.685	-961133.025	285.24	43
F_JB_CZ_209	-698957.08	-961032.75	295.39	72
F_JB_CZ_210	-697057.51	-961519.7	327.51	137.2
F_HP-0/45	-696417.047484	-958349.093788	223.78	140
F_HP-1/52	-696544.676742	-959070.742893	294.55	205
F_HP-10w/66	-695654.823403	-960702.98349	266.12	40
F_HP-11/64	-697697.416261	-960181.723669	316.82	108
F_HP-11w/45	-695287.888978	-958445.30156	223.7	70
F_HP-11w/49	-695290.200672	-958976.356975	250.12	103
F_HP-11w/58	-695419.45829	-959790.734662	258.8	57
F_HP-12w/52	-695300.985223	-959301.665325	254.6	88
F_HP-12w/52bis	-695227.041277	-959366.240431	251.71	83
F_HP-13w/45	-695060.762821	-958498.161563	239.09	91
F_HP-13w/47	-695258.639703	-958684.555021	244.41	86
F_HP-13w/49/1	-695070.117454	-958930.743882	244.6	126
F_HP-13w/49/2	-695072.332314	-958932.760951	244.65	42
F_HP-13w/51	-695160.86246	-959168.221358	249.79	76.5
F_HP-13w/55	-695321.490192	-959535.570208	253.77	83
F_HP-13w/61	-695397.406397	-960109.864445	256.64	50
F_HP-14/63	-698014.320567	-960049.940747	295.51	85
F_HP-15/65	-698100.065116	-960235.833383	288.9	81
F_HP-15w/47	-694936.11041	-958859.265525	240.4	96
F_HP-15w/51	-694971.210807	-959184.357753	246	58
F_HP-15w/55	-694992.126416	-959560.700137	247.26	99
F_HP-17/49	-698084.434407	-958533.318747	191.42	197
F_HP-17w/49	-694590.833141	-959125.620805	246.14	37
F_HP-17w/53	-694779.574217	-959477.469114	245.8	43
F_HP-19w/43	-694571.26833	-958555.74912	238.37	45
F_HP-1w/51	-696251.815381	-958953.049827	249.43	151
F_HP-23/47	-698588.737908	-958276.812721	162.85	103
F_HP-25w/48	-694029.313686	-959055.889264	259.55	42
F_HP-2w/45	-696088.48441	-958443.605846	258.36	167
F_HP-2w/45bis	-696047.001299	-958283.19233	187.48	170
F_HP-3/53	-696738.882621	-959220.044059	284.71	194
F_HP-3w/54	-696279.980151	-959238.808734	273.6	168
F_HP-3w/57	-696143.152315	-959586.673281	268.18	140
F_HP-3w/59	-696241.561509	-959832.57948	272.55	132
F_HP-42	-699062.512007	-958398.544669	253.94	65
F_HP-4w/50	-696033.980534	-959004.012473	266.38	163
F_HP-4w/61	-696198.480747	-960163.721522	273.47	103.5
F_HP-50	-699198.632344	-958682.532749	263.47	80
F_HP-51	-698560.588981	-959492.724731	263.15	70
F_HP-51bis	-698434.657238	-959534.469213	265.52	75
F_HP-52	-698755.781393	-958638.87913	250.84	62
F_HP-53	-697847.003925	-959680.098977	306.1	90
F_HP-54	-698181.235132	-959619.181513	293.6	90
F_HP-55	-698399.292856	-959135.820303	272.9	111
F_HP-56	-697890.899584	-959912.155624	309.4	100
F_HP-57	-698169.225721	-958848.278801	267.86	102
F_HP-58	-697940.923874	-958864.98213	265.6	146
F_HP-59	-698449.159225	-958100.550675	246.28	121
F_HP-5w/49	-695900.476109	-958833.130932	253.56	142
F_HP-61	-697809.916649	-958186.112962	250.26	174
F_HP-62	-698230.999991	-958518.762785	257	147
F_HP-63	-697793.046598	-958485.983147	257.2	168
F_HP-64	-697359.953489	-958455.585509	261.85	210
F_HP-65	-697481.313102	-959940.29025	295.65	101
F_HP-66	-696456.725268	-958569.115888	274.21	183
F_HP-67	-696094.550175	-958839.101766	266.83	170
F_HP-67bis	-695461.503892	-958614.599901	248.32	120
F_HP-68	-695727.313768	-959105.761417	262.08	134
F_HP-68bis	-695834.14727	-959164.1941	261.76	136
